compound_index,true_pkd,rf_rank,rf_pred,dl_rank,dl_pred,delta_rank
2228,7.317855,2015,6.4909234,3347,5.7966194,-1332
2229,7.258848,2014,6.4909234,3348,5.7966194,-1334
2230,8.437707,381,7.842057,431,8.1718445,-50
2231,6.4813547,2078,6.467923,2798,6.074653,-720
2232,6.92775,2999,6.1391983,1454,6.944151,1545
2233,6.7956085,1615,6.658396,1639,6.7731066,-24
2234,7.7423215,258,8.205132,638,7.911558,-380
2235,6.966174,1947,6.511395,1580,6.829879,367
2236,9.267606,625,7.4861655,936,7.4773836,-311
2237,7.5982547,665,7.4267325,1077,7.287734,-412
2238,5.399989,3089,6.102523,2068,6.4754086,1021
2239,6.0399575,2904,6.169447,1175,7.1730413,1729
2240,6.599825,721,7.340588,1173,7.1748667,-452
2241,3.72,4582,3.9528878,4457,3.9857318,125
2242,6.6380835,1296,6.8349032,1317,7.0479703,-21
2243,6.899664,668,7.4228344,676,7.8415804,-8
2244,6.4498816,2467,6.334008,574,8.023701,1893
2245,8.173925,172,8.46423,303,8.364335,-131
2246,8.677781,285,8.119353,124,8.605297,161
2247,8.585027,269,8.182306,158,8.554334,111
2248,8.853872,255,8.205972,133,8.597049,122
2249,7.9956784,348,7.930217,283,8.386971,65
2250,8.09691,349,7.922982,346,8.29991,3
2251,6.4558077,2539,6.3016744,1025,7.3358216,1514
2252,6.999566,1882,6.541574,792,7.680074,1090
2253,7.080399,2027,6.4866066,1113,7.2423353,914
2254,8.823909,402,7.795699,193,8.512083,209
2255,8.619789,180,8.445258,830,7.6273966,-650
2256,8.267606,181,8.445258,843,7.6130543,-662
2257,5.1487355,3397,5.995473,4238,4.7508736,-841
2258,6.0361648,1901,6.5338187,3801,5.506177,-1900
2259,5.408924,3196,6.0614786,3402,5.77211,-206
2260,5.6020427,3537,5.9230294,3200,5.866791,337
2261,6.2675257,3224,6.0552926,2729,6.112721,495
2262,6.522734,3222,6.0552926,2731,6.112721,491
2263,5.537587,3236,6.0549483,3331,5.8023405,-95
2264,6.7956085,3226,6.0552926,2738,6.112721,488
2265,6.958213,3234,6.0552926,2740,6.112721,494
2266,7.1129456,930,7.092705,1780,6.653372,-850
2267,6.8857226,3228,6.0552926,2733,6.112721,495
2268,5.8238797,3250,6.05017,3434,5.752964,-184
2269,6.7956085,2851,6.1875887,2834,6.0529127,17
2270,5.3872056,2780,6.21297,3448,5.7431593,-668
2271,6.65738,3235,6.0552926,2736,6.112721,499
2272,7.0127807,2681,6.2466702,3443,5.744589,-762
2273,6.920457,3612,5.890328,3758,5.5565658,-146
2274,9.431798,238,8.261184,530,8.080102,-292
2275,7.2284126,3068,6.1095853,3185,5.8748584,-117
2276,7.7931743,3231,6.0552926,2728,6.112721,503
2277,7.7189665,3517,5.9359555,3623,5.637581,-106
2278,7.7423215,3232,6.0552926,2737,6.112721,495
2279,7.365523,3233,6.0552926,2732,6.112721,501
2280,9.481486,240,8.261184,535,8.080102,-295
2281,9.267606,239,8.261184,536,8.080102,-297
2282,7.480172,3627,5.882136,2959,5.9825363,668
2283,7.636388,3227,6.0552926,2734,6.112721,493
2284,9.283997,235,8.261184,531,8.080102,-296
2285,7.7189665,3230,6.0552926,2735,6.112721,495
2286,9.468521,236,8.261184,532,8.080102,-296
2287,8.677781,3628,5.882136,2957,5.9825363,671
2288,9.29243,241,8.261184,533,8.080102,-292
2289,7.551294,3629,5.882136,2958,5.9825363,671
2290,7.251037,3229,6.0552926,2730,6.112721,499
2291,9.318759,242,8.261184,534,8.080102,-292
2292,8.187087,1501,6.728925,2609,6.192871,-1108
2293,6.3026834,3022,6.130683,2876,6.0272527,146
2294,5.9565983,2688,6.245096,3098,5.9152727,-410
2295,6.7642193,3688,5.8320765,3090,5.919176,598
2296,6.443577,1424,6.7588587,3127,5.8979173,-1703
2297,5.397929,3533,5.9252763,3571,5.6713314,-38
2298,6.537452,2018,6.488509,3171,5.8816347,-1153
2299,6.999566,2680,6.2466702,3444,5.744589,-764
2300,6.7692957,2268,6.3981123,2921,6.0050797,-653
2301,7.600326,3173,6.072775,3547,5.68519,-374
2302,5.0555124,2824,6.197493,3617,5.6412086,-793
2303,5.309795,3342,6.0199924,2867,6.0346346,475
2304,6.167427,2486,6.3252053,3844,5.458314,-1358
2305,5.7212234,3401,5.9934072,3228,5.857114,173
2306,5.4559197,3249,6.05017,3433,5.752964,-184
2307,5.397929,3592,5.900134,3318,5.812589,274
2308,6.698753,2854,6.1865277,3092,5.9184628,-238
2309,5.3372326,2503,6.315296,2818,6.0633984,-315
2310,5.346778,3389,5.998999,2843,6.0482144,546
2311,6.508498,3046,6.120576,2960,5.9810786,86
2312,5.7447033,3072,6.1085663,3521,5.6976185,-449
2313,6.142607,2761,6.219461,3783,5.521644,-1022
2314,5.6020427,3466,5.9635315,3378,5.7816486,88
2315,5.397929,3824,5.685104,3770,5.541991,54
2316,5.9585676,3496,5.947929,3494,5.713602,2
2317,5.58501,3119,6.0914307,4040,5.17671,-921
2318,5.2441177,2811,6.2031407,3591,5.652329,-780
2319,5.207601,3890,5.598737,3983,5.274255,-93
2320,5.1426616,3896,5.5886903,3705,5.585445,191
2321,5.2518044,3574,5.907586,3669,5.605839,-95
2322,5.4685082,3597,5.8975096,3840,5.4623203,-243
2323,5.2924213,2612,6.27305,3245,5.850402,-633
2324,6.4813547,2376,6.3641305,3262,5.843921,-886
2325,7.0039263,1721,6.606144,3688,5.5961986,-1967
2326,5.6020427,3756,5.774517,3890,5.3955383,-134
2327,5.481473,3133,6.087404,3465,5.7338085,-332
2328,5.408924,3641,5.874771,2667,6.1642346,974
2329,6.443577,1672,6.6256204,2390,6.3040743,-718
2330,5.2839885,2584,6.281571,3267,5.84253,-683
2331,5.4317865,3322,6.026424,3556,5.6798334,-234
2332,5.6575575,2543,6.2993326,2378,6.3092117,165
2333,5.9207826,3136,6.0868797,3632,5.633219,-496
2334,5.397929,2961,6.1501474,3543,5.6882606,-582
2335,6.113453,3687,5.8320765,3091,5.9191756,596
2336,7.107349,1657,6.6310744,3721,5.5786147,-2064
2337,5.060476,3776,5.7442966,3191,5.870876,585
2338,5.9585676,2273,6.397228,3731,5.571329,-1458
2339,5.4685082,1353,6.8014565,3408,5.768421,-2055
2340,6.0222306,3021,6.1308246,3708,5.5840683,-687
2341,9.366531,237,8.261184,537,8.080102,-300
2342,5.886023,2500,6.319069,3279,5.8366795,-779
2343,6.5526867,3613,5.890328,3757,5.5565658,-144
2344,6.5526867,2349,6.372511,3129,5.8977532,-780
2345,6.5684752,1637,6.642323,3466,5.7325926,-1829
2346,5.1307626,3305,6.0349326,3899,5.386397,-594
2347,5.537587,2687,6.245096,3096,5.915273,-409
2348,5.2291408,3894,5.5973215,3231,5.856655,663
2349,5.4685082,2735,6.2291293,3246,5.8498507,-511
2350,6.4813547,842,7.2001715,2604,6.2011766,-1762
2351,6.7692957,1362,6.7925987,3646,5.6229277,-2284
2352,6.167427,2941,6.158394,3116,5.9056563,-175
2353,5.5528264,2653,6.257871,3787,5.5173674,-1134
2354,6.3009434,931,7.092705,1779,6.653372,-848
2355,7.6757174,2237,6.4071183,3283,5.833707,-1046
2356,5.309795,2364,6.3677144,3921,5.3612905,-1557
2357,5.56862,2093,6.4598603,2988,5.9682393,-895
2358,5.638253,2957,6.151179,3456,5.7389154,-499
2359,6.091461,1328,6.8165636,3190,5.8711405,-1862
2360,5.2596292,3324,6.025649,3883,5.4092946,-559
2361,5.214663,3412,5.988418,3501,5.710269,-89
2362,5.4559197,2727,6.2318945,1781,6.65246,946
2363,6.065451,3225,6.0552926,2739,6.112721,486
2364,5.58501,3132,6.08772,3061,5.9325995,71
2365,5.3767405,3457,5.9653106,3317,5.8131766,140
2366,6.4316807,2850,6.1875887,2833,6.0529137,17
2367,5.2218413,3900,5.587488,3648,5.6212654,252
2368,5.6197705,3861,5.644182,3939,5.337904,-78
2369,5.4436855,2298,6.390751,3356,5.7925277,-1058
2370,5.6197705,1498,6.732153,3064,5.9321833,-1566
2371,5.67776,953,7.0633655,3297,5.823411,-2344
2372,5.3665214,1881,6.5428987,3419,5.7616796,-1538
2373,5.1426616,3413,5.987673,3169,5.882745,244
2374,5.408924,2821,6.1980147,2660,6.1675935,161
2375,5.481473,1981,6.5023527,3718,5.580101,-1737
2376,5.346778,2755,6.2209353,2971,5.975684,-216
2377,7.3458233,2269,6.3981123,2922,6.0050793,-653
2378,5.420205,3893,5.5973215,3232,5.8566546,661
2379,5.420205,2659,6.2570353,3074,5.9256043,-415
2380,5.3872056,3131,6.08772,3062,5.932599,69
2381,6.8857226,2350,6.372511,3128,5.8977532,-778
2382,5.3767405,2787,6.2103024,3242,5.851575,-455
2383,5.67776,3573,5.907586,3668,5.605839,-95
2384,6.1486807,2270,6.398086,3754,5.560794,-1484
2385,5.8238797,2363,6.3677144,3920,5.3612905,-1557
2386,6.15484,3071,6.1085663,3522,5.6976185,-451
2387,5.09151,3777,5.7442966,3192,5.8708754,585
2388,6.958213,841,7.2001715,2603,6.2011766,-1762
2389,5.9207826,3823,5.685104,3769,5.541991,54
2390,8.79588,1502,6.728925,2610,6.192871,-1108
2391,5.3872056,2962,6.1501474,3544,5.68826,-582
2392,5.6575575,3465,5.9635315,3379,5.7816486,86
2393,7.243364,2853,6.1865277,3093,5.9184628,-240
2394,5.408924,2297,6.390751,3355,5.7925277,-1058
2395,5.9207826,3895,5.5886903,3704,5.585445,191
2396,6.3978314,1982,6.5023527,3719,5.580101,-1737
2397,5.3565373,3354,6.0144906,3624,5.6374016,-270
2398,6.7692957,3223,6.0552926,2741,6.1127205,482
2399,5.7958527,3860,5.644182,3938,5.337904,-78
2400,6.6018863,1671,6.6256204,2389,6.3040743,-718
2401,5.537587,3195,6.0614786,3403,5.772109,-208
2402,5.638253,2726,6.2318945,1782,6.6524596,944
2403,6.2675257,2544,6.2993326,2377,6.3092117,167
2404,6.6018863,2823,6.197493,3616,5.6412086,-793
2405,5.886023,2652,6.257871,3786,5.517368,-1134
2406,6.721018,2485,6.3252053,3843,5.458314,-1358
2407,6.0505614,2585,6.281571,3268,5.8425293,-683
2408,6.853562,2940,6.158394,3117,5.905656,-177
2409,6.075669,2274,6.397228,3732,5.5713286,-1458
2410,6.0176835,2762,6.219461,3784,5.5216436,-1022
2411,5.67776,2734,6.2291293,3247,5.8498507,-513
2412,5.9585676,2287,6.393596,2945,5.9866915,-658
2413,5.638253,3598,5.8975096,3839,5.462321,-241
2414,5.7447033,2820,6.1980147,2659,6.1675935,161
2415,6.0314703,2686,6.245096,3097,5.915273,-411
2416,7.3555613,1722,6.606144,3687,5.5961986,-1965
2417,5.508624,3414,5.9876237,3309,5.8184385,105
2418,5.6989484,3202,6.0578566,3821,5.482952,-619
2419,5.886023,3456,5.9653106,3316,5.8131766,140
2420,3.0,4314,4.778209,4451,4.0283613,-137
2421,4.2790136,4418,4.4933305,4355,4.3665724,63
2422,5.6989484,1778,6.586617,3068,5.930035,-1290
2423,7.9956784,178,8.452038,513,8.098712,-335
2424,6.443577,1814,6.5761375,1494,6.91759,320
2425,8.496209,95,8.683914,898,7.5345783,-803
2426,6.459871,1054,6.983287,943,7.4599237,111
2427,6.124881,2318,6.383279,2288,6.351419,30
2428,3.0670192,4359,4.676214,4249,4.7185364,110
2429,5.301021,4316,4.768947,4120,5.0304203,196
2430,4.657575,4371,4.6553082,4239,4.750187,132
2431,5.301021,4249,4.9121423,4235,4.7537794,14
2432,5.5228643,4302,4.803537,4078,5.106491,224
2433,5.301021,4304,4.799284,3788,5.5158424,516
2434,5.5228643,4348,4.6936927,4055,5.1429954,293
2435,5.154896,4322,4.75718,4305,4.544634,17
2436,4.5376005,4383,4.6208196,4367,4.321353,16
2437,5.154896,4358,4.676214,4250,4.7185364,108
2438,7.4168015,4125,5.1597714,4494,3.8761458,-369
2439,7.8632793,4126,5.1597714,4492,3.8761458,-366
2440,7.931814,4124,5.1597714,4493,3.8761458,-369
2441,7.7574587,624,7.488215,555,8.063809,69
2442,6.2499237,3792,5.73243,3873,5.424028,-81
2443,6.6018863,2091,6.460179,2509,6.2436514,-418
2444,6.6018863,2174,6.429957,2499,6.2519956,-325
2445,7.600326,684,7.404132,2781,6.088168,-2097
2446,8.387217,683,7.404132,2780,6.088168,-2097
2447,7.600326,2399,6.356748,1741,6.7010193,658
2448,6.3766475,2891,6.173779,1994,6.518064,897
2449,9.408936,456,7.7046037,709,7.8018093,-253
2450,3.0222764,4360,4.675329,4240,4.7497554,120
2451,6.8236194,940,7.080005,1251,7.105474,-311
2452,7.055024,247,8.223724,1161,7.1933866,-914
2453,8.585027,185,8.43533,737,7.7720137,-552
2454,6.537452,941,7.080005,1250,7.105474,-309
2455,7.9956784,248,8.223724,1160,7.1933866,-912
2456,7.9956784,223,8.300997,496,8.106829,-273
2457,8.585027,19,9.145368,823,7.645157,-804
2458,8.866461,743,7.320536,908,7.5182996,-165
2459,7.578396,1538,6.704759,1163,7.1927376,375
2460,3.30103,4666,3.3237977,4423,4.1227827,243
2461,8.688246,564,7.5720415,36,8.796896,528
2462,2.9208188,4048,5.3244543,3640,5.6271744,408
2463,4.85449,4075,5.256928,3954,5.303136,121
2464,7.0649967,1957,6.5065494,1688,6.7376666,269
2465,7.0127807,1032,7.00843,2534,6.238069,-1502
2466,5.5228643,1358,6.7949877,1623,6.791317,-265
2467,7.090979,1936,6.516771,1594,6.814414,342
2468,6.7956085,1980,6.5024457,2744,6.1096606,-764
2469,7.600326,3675,5.840743,3748,5.5650277,-73
2470,5.537587,3897,5.588409,1406,6.974314,2491
2471,9.136677,196,8.389725,163,8.550516,33
2472,8.552842,292,8.095989,545,8.071532,-253
2473,8.853872,164,8.481134,137,8.587185,27
2474,8.677781,225,8.296697,720,7.784177,-495
2475,8.769551,352,7.9152555,380,8.23785,-28
2476,8.585027,250,8.216084,204,8.49683,46
2477,7.954677,372,7.876092,557,8.062562,-185
2478,8.148742,249,8.218974,602,7.9598665,-353
2479,7.9956784,340,7.957948,645,7.899547,-305
2480,8.920818,212,8.322138,525,8.083149,-313
2481,8.823909,221,8.302881,187,8.520348,34
2482,8.49485,283,8.122868,291,8.379899,-8
2483,8.838632,321,8.023046,408,8.19982,-87
2484,3.6861327,4612,3.808239,4537,3.7256367,75
2485,3.9829662,4475,4.3305125,4454,4.018322,21
2486,6.6498103,1433,6.755473,1390,6.9896564,43
2487,4.698968,4168,5.092933,4365,4.3244653,-197
2488,4.698968,3943,5.524487,4297,4.5650454,-354
2489,3.4685209,4057,5.297032,4146,4.987234,-89
2490,3.0,4353,4.689759,3630,5.6352687,723
2491,8.58336,159,8.496226,249,8.43397,-90
2492,7.6978855,189,8.424335,169,8.537215,20
2493,9.221126,126,8.609618,241,8.443136,-115
2494,8.193142,188,8.427914,357,8.2749,-169
2495,9.221126,150,8.510897,355,8.280676,-205
2496,7.2292953,829,7.2179804,1049,7.30616,-220
2497,6.789735,663,7.427597,301,8.372484,362
2498,7.079459,641,7.473153,343,8.30912,298
2499,6.779735,635,7.479831,222,8.468481,413
2500,7.019542,672,7.408048,192,8.512281,480
2501,6.7497506,622,7.4947696,153,8.557745,469
2502,6.819702,655,7.4437814,52,8.768906,603
2503,6.779735,586,7.5544386,411,8.19693,175
2504,7.9858994,539,7.603612,229,8.453721,310
2505,7.179339,621,7.4948597,768,7.7206373,-147
2506,7.5683146,603,7.5313797,804,7.66656,-201
2507,6.88968,661,7.440393,103,8.644623,558
2508,7.707744,618,7.4992604,865,7.5665174,-247
2509,6.729764,637,7.477456,27,8.890883,610
2510,6.8497043,604,7.528382,179,8.531914,425
2511,7.8965383,540,7.603612,230,8.453721,310
2512,7.817015,617,7.4992604,866,7.5665174,-249
2513,5.399989,597,7.5394254,918,7.499968,-321
2514,9.746178,1145,6.924235,1023,7.3394604,122
2515,3.30103,4651,3.515372,4592,3.4264905,59
2516,3.8860564,4556,4.0856085,4450,4.031368,106
2517,3.8538716,4676,3.1267605,4631,3.1989295,45
2518,4.0969095,4655,3.4690378,4481,3.9108155,174
2519,3.5287082,4539,4.1370687,4479,3.9185827,60
2520,3.9461532,4409,4.519904,4063,5.126178,346
2521,3.8754954,4408,4.519904,4003,5.2403674,405
2522,4.659554,4407,4.519904,4064,5.126178,343
2523,4.657575,4117,5.170646,4203,4.823738,-86
2524,5.4353223,3762,5.7632804,4243,4.747057,-481
2525,4.418504,3937,5.5364585,3146,5.889755,791
2526,6.425853,2884,6.1772857,2156,6.4345093,728
2527,4.5376005,4034,5.366299,3717,5.5801086,317
2528,8.21467,335,7.9682426,651,7.8917084,-316
2529,7.154282,1856,6.5616484,1620,6.796789,236
2530,6.698753,2079,6.467853,1638,6.773164,441
2531,6.3978314,1507,6.7232275,1361,7.0108714,146
2532,6.3978314,1876,6.544167,1322,7.045183,554
2533,7.5214334,1785,6.585077,779,7.700602,1006
2534,8.677781,1261,6.85693,1332,7.036311,-71
2535,8.677781,1455,6.742591,1691,6.734264,-236
2536,8.677781,1523,6.7116094,1788,6.6496806,-265
2537,8.040958,1488,6.734322,1671,6.745763,-183
2538,6.522734,2324,6.3818374,2836,6.05103,-512
2539,7.045275,2034,6.485464,776,7.709013,1258
2540,5.309795,2033,6.485464,757,7.7421174,1276
2541,6.999566,1658,6.6308885,721,7.783307,937
2542,7.154282,1732,6.6009097,1650,6.763934,82
2543,5.499986,3905,5.583996,1898,6.567814,2007
2544,6.958213,1524,6.711479,981,7.4125834,543
2545,8.017729,1541,6.7027035,1328,7.0409265,213
2546,8.508638,1281,6.840167,1574,6.833798,-293
2547,6.124881,2342,6.3749394,2884,6.02081,-542
2548,6.425853,2442,6.342809,2113,6.458109,329
2549,9.823619,27,9.042686,220,8.468756,-193
2550,2.8860567,4414,4.502089,4334,4.4404554,80
2551,3.6989698,4415,4.502089,4333,4.4404554,82
2552,9.092588,190,8.420155,643,7.90226,-453
2553,8.829739,374,7.860522,570,8.033566,-196
2554,5.462294,3931,5.541879,2563,6.2192774,1368
2555,6.571703,1620,6.6529913,2134,6.4467406,-514
2556,7.7931743,314,8.052829,238,8.450895,76
2557,7.627088,3253,6.049609,821,7.646255,2432
2558,8.026872,3394,5.995703,1715,6.7137094,1679
2559,6.179733,3475,5.9595904,1696,6.725041,1779
2560,7.454693,1081,6.962471,809,7.662294,272
2561,7.442493,1080,6.962471,810,7.662294,270
2562,7.419075,1082,6.962471,811,7.662294,271
2563,7.398918,2506,6.3148746,1321,7.0453854,1185
2564,3.0,4188,5.051775,3751,5.5628834,437
2565,8.136677,4049,5.3212023,4442,4.05494,-393
2566,3.9507816,4568,4.002777,4411,4.175904,157
2567,4.301029,3935,5.5378656,3924,5.3576713,11
2568,3.8153083,3945,5.5215974,4588,3.4504244,-643
2569,5.0268674,2826,6.1956477,3579,5.661401,-753
2570,5.5528264,2697,6.243217,3615,5.6417804,-918
2571,7.1420646,662,7.4314694,1172,7.1812963,-510
2572,5.167229,3476,5.958794,3067,5.930085,409
2573,4.301029,4087,5.2328467,4274,4.661088,-187
2574,4.301029,4142,5.1355896,4134,5.0057383,8
2575,5.1023674,4012,5.3986154,4123,5.028577,-111
2576,5.9207826,4115,5.178422,4106,5.06357,9
2577,4.301029,4113,5.1818643,4014,5.21249,99
2578,6.124881,2752,6.222226,2527,6.242048,225
2579,8.508638,2626,6.268596,800,7.67313,1826
2580,8.585027,2542,6.2996106,769,7.718127,1773
2581,8.508638,2630,6.267096,777,7.702836,1853
2582,5.6773467,2555,6.294921,1114,7.241556,1441
2583,6.2517343,2536,6.302582,1093,7.272154,1443
2584,6.062934,2535,6.302582,1030,7.328451,1505
2585,5.918617,2512,6.314306,1044,7.314763,1468
2586,5.970576,2547,6.2970405,990,7.39247,1557
2587,6.522734,2668,6.254328,1072,7.2910995,1596
2588,7.017277,2600,6.277368,997,7.37543,1603
2589,9.2218485,2240,6.4057193,657,7.88309,1583
2590,9.1549015,2276,6.396532,618,7.93167,1658
2591,5.537587,3915,5.568127,2241,6.384675,1674
2592,5.537587,3649,5.860726,2399,6.2995996,1250
2593,5.6020427,3741,5.78714,2693,6.1435223,1048
2594,4.987159,3980,5.460726,2990,5.9653397,990
2595,5.346778,3981,5.460726,3011,5.9595485,970
2596,5.58501,3939,5.533402,2819,6.0631704,1120
2597,5.954638,3605,5.8932176,3322,5.808958,283
2598,8.508638,132,8.597675,308,8.359562,-176
2599,6.8323874,1034,7.0065346,996,7.3771725,38
2600,5.4735184,3644,5.8709507,3747,5.5652676,-103
2601,5.6043067,3122,6.0900354,3767,5.545006,-645
2602,4.5199914,3708,5.815646,3656,5.614743,52
2603,6.698753,579,7.5650268,314,8.346141,265
2604,4.5199914,2205,6.4222927,1188,7.1585703,1017
2605,4.5199914,3348,6.0166025,3868,5.4288197,-520
2606,5.929925,2392,6.359565,3685,5.5963554,-1293
2607,6.2096443,3707,5.815646,3657,5.614743,50
2608,8.60206,578,7.5650268,315,8.346141,263
2609,7.2358236,2204,6.4222927,1187,7.1585703,1017
2610,6.319574,3347,6.0166025,3867,5.4288197,-520
2611,6.3495955,2393,6.359565,3686,5.5963554,-1293
2612,5.929925,3652,5.857325,3255,5.846035,397
2613,8.568636,81,8.700839,189,8.5160055,-108
2614,6.889074,1079,6.9641137,946,7.4540815,133
2615,5.339979,3836,5.667857,3580,5.6581316,256
2616,5.6599326,3429,5.9777875,3728,5.5747204,-299
2617,7.6978855,288,8.106826,227,8.457503,61
2618,7.2211256,291,8.096063,184,8.524052,107
2619,4.3665304,4510,4.2473364,4648,3.082082,-138
2620,4.309803,4517,4.2207246,4563,3.5852494,-46
2621,4.4685197,4504,4.264147,4568,3.5661113,-64
2622,4.6382704,4451,4.429323,4567,3.572208,-116
2623,4.337241,4515,4.238303,4620,3.2577593,-105
2624,4.309803,4511,4.2462373,4635,3.1817086,-124
2625,4.6382704,4503,4.2688866,4633,3.1951652,-130
2626,4.1549015,4469,4.3479385,4612,3.278786,-143
2627,4.187086,4497,4.27607,4564,3.582058,-67
2628,4.420215,4551,4.0964813,4468,3.945828,83
2629,4.2839956,4534,4.1858892,4483,3.9096615,51
2630,4.6382704,4471,4.3413844,4472,3.9324934,-1
2631,4.3665304,4528,4.201518,4554,3.6488886,-26
2632,4.130768,4546,4.120802,4548,3.6949964,-2
2633,4.187086,4525,4.20682,4543,3.7089088,-18
2634,4.1739244,4286,4.833102,4523,3.793308,-237
2635,3.7695508,4579,3.959763,4653,3.061715,-74
2636,4.187086,4588,3.9362645,4576,3.5240557,12
2637,3.8860564,4574,3.9872108,4579,3.5115302,-5
2638,3.7447271,4577,3.9745398,4623,3.2401474,-46
2639,3.8860564,4563,4.036303,4640,3.161292,-77
2640,3.8239086,4561,4.0472736,4637,3.1747696,-76
2641,3.3098037,4569,3.9984274,4630,3.222039,-61
2642,2.5228786,4703,2.7467937,4685,2.5868597,18
2643,2.5228786,4694,2.8331738,4657,3.0186737,37
2644,2.5228786,4701,2.766397,4660,2.9718883,41
2645,2.5228786,4700,2.781516,4658,3.0046332,42
2646,2.5228786,4705,2.731247,4675,2.7178395,30
2647,3.30103,4689,2.8673916,4679,2.6457188,10
2648,2.5228786,4697,2.7985907,4678,2.6567047,19
2649,3.154902,4691,2.8524306,4673,2.7278988,18
2650,4.119186,4590,3.930995,4641,3.1561043,-51
2651,3.958607,4586,3.940159,4553,3.6618195,33
2652,4.013228,4581,3.954484,4559,3.6163967,22
2653,4.1611505,4578,3.9681878,4555,3.644315,23
2654,3.552842,4585,3.9456837,4597,3.3671758,-12
2655,3.9208183,4571,3.9920247,4619,3.2590573,-48
2656,4.0362115,4572,3.9911222,4615,3.272071,-43
2657,3.30103,4553,4.092688,4600,3.3657265,-47
2658,4.187086,4468,4.3479385,4703,2.327911,-235
2659,4.2291474,4284,4.833102,4666,2.872104,-382
2660,3.7212462,4498,4.275344,4650,3.0713594,-152
2661,3.657577,4271,4.857442,4569,3.5586317,-298
2662,3.958607,4638,3.63718,4656,3.0261,-18
2663,4.2076077,4678,3.1148927,4688,2.5685995,-10
2664,4.6382704,4555,4.085893,4642,3.142689,-87
2665,3.653647,4455,4.406547,4545,3.7058272,-90
2666,2.8538718,4112,5.1884575,3761,5.553181,351
2667,4.1106977,3903,5.585644,1545,6.8692346,2358
2668,4.3196635,3991,5.437183,3329,5.8029575,662
2669,3.632644,4005,5.41301,2657,6.170477,1348
2670,4.6615415,3883,5.609761,1723,6.7089176,2160
2671,3.3098037,4533,4.1914196,4578,3.515271,-45
2672,4.6382704,4524,4.2068853,4611,3.2794154,-87
2673,3.259637,4552,4.0953164,4590,3.4321008,-38
2674,3.958607,4575,3.9806588,4632,3.196365,-57
2675,3.8239086,4457,4.39476,4574,3.5318055,-117
2676,3.3767507,4412,4.5128684,4622,3.2493422,-210
2677,3.259637,4122,5.161257,4512,3.821317,-390
2678,3.958607,4097,5.215224,4546,3.7014158,-449
2679,3.0,4683,3.0302677,4661,2.9642527,22
2680,4.2076077,4667,3.3027916,4674,2.7252147,-7
2681,3.3098037,4554,4.092688,4599,3.3657265,-45
2682,4.2291474,4283,4.833102,4522,3.793308,-239
2683,2.2596374,4570,3.9984274,4629,3.222039,-59
2684,3.0,4692,2.8524306,4672,2.7278988,20
2685,5.9207826,1330,6.815388,869,7.56392,461
2686,4.876145,3831,5.6757007,1577,6.830861,2254
2687,6.2675257,1329,6.815388,882,7.5554867,447
2688,5.2006526,3832,5.6757007,1616,6.8048453,2216
2689,4.5734873,3774,5.7475233,1368,7.0069323,2406
2690,6.8857226,1438,6.753009,763,7.733205,675
2691,5.9392643,4006,5.4129424,1121,7.224373,2885
2692,4.7904825,4276,4.8470016,1382,6.9927173,2894
2693,4.1611505,4285,4.833102,4524,3.7933078,-239
2694,6.7119746,2770,6.217053,3034,5.945934,-264
2695,5.4463477,2769,6.217053,3035,5.945934,-266
2696,6.2789316,2768,6.217053,3036,5.945934,-268
2697,3.1118205,3730,5.7937927,4471,3.9329605,-741
2698,6.2499237,2648,6.259646,2471,6.2677794,177
2699,6.6036263,1480,6.738418,1538,6.87583,-58
2700,7.617983,3045,6.1209865,910,7.51595,2135
2701,7.118615,1154,6.9164033,652,7.890191,502
2702,9.251812,1400,6.7687974,322,8.331684,1078
2703,5.2924213,2785,6.2106843,321,8.334452,2464
2704,8.443698,477,7.6666474,160,8.552306,317
2705,8.982966,3783,5.742119,520,8.088326,3263
2706,4.522877,3759,5.7689333,1202,7.1494055,2557
2707,5.756937,2450,6.3400645,3695,5.5921583,-1245
2708,6.3009434,2449,6.3400645,3696,5.5921583,-1247
2709,4.5199914,4033,5.3678274,1006,7.361333,3027
2710,8.774691,78,8.743575,281,8.390574,-203
2711,6.899664,770,7.2718024,1278,7.087783,-508
2712,7.448794,216,8.314211,216,8.477196,0
2713,4.508637,4255,4.8913865,4332,4.44121,-77
2714,5.1487355,4253,4.8913865,4331,4.44121,-78
2715,5.4436855,4254,4.8913865,4330,4.44121,-76
2716,5.0506053,4103,5.2033033,3879,5.4177847,224
2717,4.4685197,3873,5.6237373,4521,3.7982883,-648
2718,8.886057,3874,5.6237373,4520,3.7982883,-646
2719,4.0648956,4435,4.47055,4418,4.1400447,17
2720,4.2813315,4436,4.47055,4419,4.1400447,17
2721,4.9090333,4449,4.449179,4429,4.097053,20
2722,4.4532094,4448,4.449179,4428,4.097053,20
2723,7.856985,375,7.8544803,722,7.781534,-347
2724,7.199283,1580,6.6782436,798,7.673578,782
2725,7.954677,1371,6.786443,3734,5.568061,-2363
2726,7.2139587,1699,6.6203904,4016,5.210489,-2317
2727,6.2675257,1978,6.503052,1409,6.971816,569
2728,6.8857226,2646,6.260064,2342,6.3241997,304
2729,4.5686345,4144,5.1320157,3563,5.6762013,581
2730,8.886057,728,7.325862,1982,6.5254064,-1254
2731,8.443698,644,7.463953,1436,6.9566846,-792
